,emoji,labeled,review,title
1979,0.0,True,The different character narrators' voices were amazing and really makes the listener feel like you are right there with them,Lilac Girls
1980,0.0,True,I didn't know until afterward that this story is based on real people experience which makes it even,Lilac Girls
1981,6.0,True,The woman who narrated the character Kasha was especially good,Lilac Girls
1982,6.0,True,simply WOW,Lilac Girls
1983,0.0,True,I dont think that I was quite expecting this story to move me so profoundly,Lilac Girls
1984,2.0,True,"I definitely want to learn more of this time period and intend to do more reading, if my heart can handle it",Lilac Girls
1985,0.0,True,The part I liked best was how the author showed some insight into how someone may have been caught up in aiding in this evil,Lilac Girls
1986,3.0,True,"I actually cried at the end, tears of sorrow for the horrible experiences that these women endured",Lilac Girls
1987,6.0,True,Very well written,Lilac Girls
1988,3.0,True,There are a few places where it's quite sad & grim,Lilac Girls
1989,0.0,True,"Even when each does other accents, I didn't find it jarring or dissonant",Lilac Girls
1990,6.0,True,I would be surprised if anyone dislikes the narrators,Lilac Girls
1991,2.0,True,"I'm inspired to read more about the ""rabbits.""The book seemed to drag a few times, but that's probably because I wanted things to happen that didn't",Lilac Girls
1992,2.0,True,I wanted to know more about actual events,Lilac Girls
1993,0.0,True,Don't be tempted to read the author's note at the end of the book first,Lilac Girls
1994,6.0,True,I'll be watching for her next book,Lilac Girls
1995,0.0,True,"The book is long, but I don't think it needed editing (& I'm a former proofreader/copy editor).Each narrator was excellent",Lilac Girls
1996,0.0,True,Spoilers,Lilac Girls
1997,0.0,True,"It's a story of love, loss , and how evil cannot win",Lilac Girls
1998,4.0,True,This story which brought to light the harrowing things that happened to the polish prisoners in a Nazi concentration camp,Lilac Girls
1999,6.0,True,"Beautifully narrated and wonderfully told, this story will be in my heart forever",Lilac Girls
2000,0.0,True,"I enjoyed the different storylines told by Caroline, Kasia one of the survivors and Herta one of the doctors at the camp which was an interesting storyline because you just couldn’t like her no matter if she felt bad for what she was doing or not",Lilac Girls
2001,6.0,True,"This book is fabulous and I highly recommend the audio version to truly bring these women to life!I have read a lot of books on concentration camps and have even visited a few but this was a learning experience for me I had never heard of the Ravensbruck Rabbits, you hear so much about Mengele’s experiments on twins but I never knew about the experiments these women went through in Ravenbruck.As with any book on concentration camps this one is heartbreaking; however there is so much hope in this book because a large part of the book is about the survivors and the after effects that there is hope and hope’s name is Caroline Ferriday",Lilac Girls
2002,6.0,True,"I also enjoyed the addition of Kasia’s sister Suzanna (sp audio) who is a doctor and also a survivor of Ravenbruck.CAROLINE, read by Cassandra Campbell…KASIA, read by Kathleen Gati….HERTA, read by Kathrin Kana the narration on this book was so fantastic I can’t even come up with enough words to tell you to listen to the audio version of this book",Lilac Girls
2003,6.0,True,These 3 narrators brought these women to life for me and I believe enhanced my enjoyment of this book.I could go on and on about this book and I think this will be in my top books of the year this year,Lilac Girls
2004,0.0,True,She truly saved these women years of pain by getting them to the US and getting them surgery to fix the atrocious things that were done to them,Lilac Girls
2005,6.0,True,So I’ll just say if you enjoy historical fiction or WWII fiction you need to read this book!5 Stars,Lilac Girls
2006,6.0,True,Because it's worth it,Lilac Girls
2007,6.0,True,"The extraordinary attention to detail, the depth of the characters, and the narrative told from the points of view of three different but interlinked characters  make for superb reading (or listening).This is a novel about so much more than the many Nazi atrocities we know about - it's about being willing to love and be loved, learning that we cannot control events but must live them,  it's about the complications borne of buried trauma, and ultimately about facing pain in order to grab hold of one's life -  and live with gusto - no matter the cost",Lilac Girls
2008,0.0,True,I hesitated at first about taking on another historical novel set amidst World War II - but rest assured this is a story you have not heard - about people you may have heard about and events that might sound a bit familiar,Lilac Girls
2009,0.0,True,But that is where familiarity ends,Lilac Girls
2010,3.0,True,"Heartbreaking to think what we have done to each other, human to human, in our past and I am sure in our future",Lilac Girls
2011,6.0,True,Wonderful book,Lilac Girls
2012,5.0,True,"Nothing I disliked, but some parts were very hard to hear..",Lilac Girls
2013,3.0,True,From an emotional standpoint,Lilac Girls
2014,0.0,True,"Loved all the characters, but most especially, Kasha",Lilac Girls
